miRNA	CellType	pvalue	OddsRatio	Total_Targets	Total_Markers	Number_of_Markers_Targeted	Markers_Targeted	FDR	FDR.bonf
hsa-miR-7161-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.0429162260853488	4.01301381212225	100	157	3	IGF1R, CHD7, GPC6	1	1
hsa-miR-7161-5p	Microglia	0.264763777147865	3.32432454029626	100	62	1	SFMBT2	1	1
hsa-miR-548u	Excitatory Neuron	0.393451197175539	1.50872580426123	98	698	5	GPC6, CNTNAP2, SCN1A, NUCKS1, KIAA1456	1	1
hsa-miR-548u	Granule cell	0.118123530979174	3.47534365229869	98	122	2	CHD7, KIAA1456	1	1
hsa-miR-548u	Inhibitory Neuron	0.0112682696677568	3.04006656707024	98	504	7	CNTNAP2, HMBOX1, NHS, KIAA1456, PROX1, SCN1A, GPC6	0.746007402089191	1
hsa-miR-548u	Purkinje Cell	1	0.959969137313722	98	215	1	ZNF608	1	1
hsa-miR-548u	Endothelial cell	0.204188931066053	4.5023036398262	98	47	1	IGF1R	1	1
hsa-miR-548u	Pericyte	1	0	98	59	0		1	1
hsa-miR-548u	Astrocyte	0.484360282120241	1.52768395744404	98	136	1	CACNB2	1	1
hsa-miR-548u	Cerebellar Astrocyte	0.197361895176801	2.49158222767995	98	169	2	GPC6, CACNB2	1	1
hsa-miR-548u	Oligodendrocyte	1	0	98	139	0		1	1
hsa-miR-548u	Oligodendrocyte Precursor Cell	0.0179762216964513	5.69709152810484	98	114	3	SCN1A, CHD7, GPC6	0.81182600044525	1
hsa-miR-548u	Cerebelllar Oligodendrocyte Precursor Cell	0.0408154880409323	4.09788906058393	98	157	3	IGF1R, CHD7, GPC6	1	1
hsa-miR-548u	Microglia	0.260216124105574	3.39320255564347	98	62	1	SFMBT2	1	1
hsa-miR-5572	Excitatory Neuron	0.747212791992311	1.15114822641076	76	698	3	ACTB, RAC1, MAPK10	1	1
hsa-miR-5572	Granule cell	1	0	76	122	0		1	1
hsa-miR-5572	Inhibitory Neuron	1	0.521150987892845	76	504	1	NMNAT2	1	1
hsa-miR-5572	Purkinje Cell	1	0	76	215	0		1	1
hsa-miR-5572	Endothelial cell	0.162240968188868	5.82954249657248	76	47	1	IGF1R	1	1
hsa-miR-5572	Pericyte	1	0	76	59	0		1	1
hsa-miR-5572	Astrocyte	0.0926703042565854	4.03877072068094	76	136	2	CACNB2, MAPK10	1	1
hsa-miR-5572	Cerebellar Astrocyte	0.471899933907802	1.58683608327776	76	169	1	CACNB2	1	1
hsa-miR-5572	Oligodendrocyte	1	0	76	139	0		1	1
hsa-miR-5572	Oligodendrocyte Precursor Cell	1	0	76	114	0		1	1
hsa-miR-5572	Cerebelllar Oligodendrocyte Precursor Cell	0.447309467347379	1.70993483281001	76	157	1	IGF1R	1	1
hsa-miR-5572	Microglia	1	0	76	62	0		1	1
hsa-miR-4260	Excitatory Neuron	0.188359322011399	2.00681058851826	75	698	5	CALM3, ACTB, UBB, RAC1, MAPK10	1	1
hsa-miR-4260	Granule cell	1	0	75	122	0		1	1
hsa-miR-4260	Inhibitory Neuron	1	0.528220273412388	75	504	1	NMNAT2	1	1
hsa-miR-4260	Purkinje Cell	1	0	75	215	0		1	1
hsa-miR-4260	Endothelial cell	0.160283684573264	5.90858617478364	75	47	1	IGF1R	1	1
hsa-miR-4260	Pericyte	1	0	75	59	0		1	1
hsa-miR-4260	Astrocyte	0.0906159240789951	4.09463421032671	75	136	2	CACNB2, MAPK10	1	1
hsa-miR-4260	Cerebellar Astrocyte	0.467436372458961	1.60836284065235	75	169	1	CACNB2	1	1
hsa-miR-4260	Oligodendrocyte	0.40418323587912	1.96093477259409	75	139	1	DNAJC6	1	1
hsa-miR-4260	Oligodendrocyte Precursor Cell	1	0	75	114	0		1	1
hsa-miR-4260	Cerebelllar Oligodendrocyte Precursor Cell	0.442972364651999	1.73312853957501	75	157	1	IGF1R	1	1
hsa-miR-4260	Microglia	1	0	75	62	0		1	1
hsa-miR-450a-2-3p	Excitatory Neuron	0.265801605286732	1.55925714883823	95	698	5	ACTB, SERINC1, MAPK1, MAPK10, CACNA1C	1	1
hsa-miR-450a-2-3p	Granule cell	0.437706771159826	1.76035055962079	95	122	1	ZBTB20	1	1
hsa-miR-450a-2-3p	Inhibitory Neuron	0.734182415747379	0.41541341885785	95	504	1	NMNAT2	1	1
hsa-miR-450a-2-3p	Purkinje Cell	1	0.990754081417418	95	215	1	ZBTB20	1	1
hsa-miR-450a-2-3p	Endothelial cell	0.198592195505839	4.64713396456083	95	47	1	IGF1R	1	1
hsa-miR-450a-2-3p	Pericyte	0.24269714517136	3.68381784611002	95	59	1	ZBTB20	1	1
hsa-miR-450a-2-3p	Astrocyte	0.0262393427107385	4.90491296119637	95	136	3	CACNB2, ZBTB20, MAPK10	0.89777507885778	1
hsa-miR-450a-2-3p	Cerebellar Astrocyte	0.188293409762782	2.57231822297495	95	169	2	ZBTB20, CACNB2	1	1
hsa-miR-450a-2-3p	Oligodendrocyte	0.481198749328694	1.54217173492718	95	139	1	ZBTB20	1	1
hsa-miR-450a-2-3p	Oligodendrocyte Precursor Cell	0.416010231616739	1.88574042491369	95	114	1	ZBTB20	1	1
hsa-miR-450a-2-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.16815254493962	2.7730796567348	95	157	2	IGF1R, ZBTB20	1	1
hsa-miR-450a-2-3p	Microglia	1	0	95	62	0		1	1
hsa-miR-6885-5p	Excitatory Neuron	0.414668815717447	1.40262242715534	105	698	5	SLC12A5, GDI1, USP22, ARL4C, KIAA1456	1	1
hsa-miR-6885-5p	Granule cell	0.470855382204711	1.59028461262837	105	122	1	KIAA1456	1	1
hsa-miR-6885-5p	Inhibitory Neuron	0.336211681938624	1.55510021370011	105	504	4	ARL4C, NMNAT2, KIAA1456, SH3PXD2A	1	1
hsa-miR-6885-5p	Purkinje Cell	1	0.895044162454347	105	215	1	SLC12A5	1	1
hsa-miR-6885-5p	Endothelial cell	1	0	105	47	0		1	1
hsa-miR-6885-5p	Pericyte	1	0	105	59	0		1	1
hsa-miR-6885-5p	Astrocyte	1	0	105	136	0		1	1
hsa-miR-6885-5p	Cerebellar Astrocyte	1	0	105	169	0		1	1
hsa-miR-6885-5p	Oligodendrocyte	1	0	105	139	0		1	1
hsa-miR-6885-5p	Oligodendrocyte Precursor Cell	1	0	105	114	0		1	1
hsa-miR-6885-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	105	157	0		1	1
hsa-miR-6885-5p	Microglia	1	0	105	62	0		1	1
hsa-miR-328-5p	Excitatory Neuron	0.305058002486642	1.50403984475021	118	698	6	SLC12A5, GDI1, USP22, ARL4C, NPTXR, KIAA1456	1	1
hsa-miR-328-5p	Granule cell	0.511066594118885	1.41266861431463	118	122	1	KIAA1456	1	1
hsa-miR-328-5p	Inhibitory Neuron	0.222327676754911	1.73987395747032	118	504	5	ARL4C, NMNAT2, NPTXR, KIAA1456, SH3PXD2A	1	1
hsa-miR-328-5p	Purkinje Cell	1	0.795079478346152	118	215	1	SLC12A5	1	1
hsa-miR-328-5p	Endothelial cell	1	0	118	47	0		1	1
hsa-miR-328-5p	Pericyte	1	0	118	59	0		1	1
hsa-miR-328-5p	Astrocyte	1	0	118	136	0		1	1
hsa-miR-328-5p	Cerebellar Astrocyte	1	0	118	169	0		1	1
hsa-miR-328-5p	Oligodendrocyte	1	0	118	139	0		1	1
hsa-miR-328-5p	Oligodendrocyte Precursor Cell	1	0	118	114	0		1	1
hsa-miR-328-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	118	157	0		1	1
hsa-miR-328-5p	Microglia	1	0	118	62	0		1	1
hsa-miR-6887-5p	Excitatory Neuron	0.0453619891586091	2.11392201416159	129	698	9	NRGN, CALM1, PHYHIP, TUBB2A, GDI1, USP22, ARL4C, SYT7, KIAA1456	1	1
hsa-miR-6887-5p	Granule cell	0.542713501048636	1.29059108034259	129	122	1	KIAA1456	1	1
hsa-miR-6887-5p	Inhibitory Neuron	0.566060965310205	1.25502212518513	129	504	4	ARL4C, NMNAT2, KIAA1456, SH3PXD2A	1	1
hsa-miR-6887-5p	Purkinje Cell	0.398986774141936	1.47100418982439	129	215	2	TFAP2B, HIVEP3	1	1
hsa-miR-6887-5p	Endothelial cell	1	0	129	47	0		1	1
hsa-miR-6887-5p	Pericyte	1	0	129	59	0		1	1
hsa-miR-6887-5p	Astrocyte	1	0	129	136	0		1	1
hsa-miR-6887-5p	Cerebellar Astrocyte	0.630654252950128	0	129	169	0		1	1
hsa-miR-6887-5p	Oligodendrocyte	1	0	129	139	0		1	1
hsa-miR-6887-5p	Oligodendrocyte Precursor Cell	1	0	129	114	0		1	1
hsa-miR-6887-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.629507732688176	0	129	157	0		1	1
hsa-miR-6887-5p	Microglia	1	0	129	62	0		1	1
hsa-miR-6795-5p	Excitatory Neuron	0.0464846515187837	2.09643772160652	130	698	9	NRGN, CALM1, PHYHIP, TUBB2A, GDI1, USP22, ARL4C, SYT7, KIAA1456	1	1
hsa-miR-6795-5p	Granule cell	0.545487690649435	1.28052301800396	130	122	1	KIAA1456	1	1
hsa-miR-6795-5p	Inhibitory Neuron	0.568510924403818	1.24499875922541	130	504	4	ARL4C, NMNAT2, KIAA1456, SH3PXD2A	1	1
hsa-miR-6795-5p	Purkinje Cell	0.402710898738993	1.45944005898491	130	215	2	TFAP2B, HIVEP3	1	1
hsa-miR-6795-5p	Endothelial cell	1	0	130	47	0		1	1
hsa-miR-6795-5p	Pericyte	1	0	130	59	0		1	1
hsa-miR-6795-5p	Astrocyte	1	0	130	136	0		1	1
hsa-miR-6795-5p	Cerebellar Astrocyte	0.630900560330234	0	130	169	0		1	1
hsa-miR-6795-5p	Oligodendrocyte	1	0	130	139	0		1	1
hsa-miR-6795-5p	Oligodendrocyte Precursor Cell	1	0	130	114	0		1	1
hsa-miR-6795-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.629532011436241	0	130	157	0		1	1
hsa-miR-6795-5p	Microglia	1	0	130	62	0		1	1
hsa-miR-1197	Excitatory Neuron	0.32092323337003	1.62646566786233	73	698	4	KALRN, PSAP, SLIT1, ATP9A	1	1
hsa-miR-1197	Granule cell	1	0	73	122	0		1	1
hsa-miR-1197	Inhibitory Neuron	1	0.5429479383149	73	504	1	NFIB	1	1
hsa-miR-1197	Purkinje Cell	0.181836702873733	2.63850513037888	73	215	2	NOS1AP, NFIB	1	1
hsa-miR-1197	Endothelial cell	1	0	73	47	0		1	1
hsa-miR-1197	Pericyte	1	0	73	59	0		1	1
hsa-miR-1197	Astrocyte	0.389254037860741	2.06069617757338	73	136	1	NFIB	1	1
hsa-miR-1197	Cerebellar Astrocyte	0.458396432128113	1.65320888866704	73	169	1	NOS1AP	1	1
hsa-miR-1197	Oligodendrocyte	0.0898137003494851	4.11736561253274	73	139	2	SLC44A1, TRIM2	1	1
hsa-miR-1197	Oligodendrocyte Precursor Cell	1	0	73	114	0		1	1
hsa-miR-1197	Cerebelllar Oligodendrocyte Precursor Cell	0.110124761016711	3.63650687923133	73	157	2	NFIB, SETD5	1	1
hsa-miR-1197	Microglia	1	0	73	62	0		1	1
hsa-miR-4448	Excitatory Neuron	0.525466143056291	0.367470047954927	77	698	1	PDZD2	1	1
hsa-miR-4448	Granule cell	0.372766845176036	2.17930839228287	77	122	1	SRRM4	1	1
hsa-miR-4448	Inhibitory Neuron	0.443568721319264	1.59088693576802	77	504	3	SRRM4, SRGAP1, GOT1	1	1
hsa-miR-4448	Purkinje Cell	0.561285818204036	1.22649643980403	77	215	1	GRID1	1	1
hsa-miR-4448	Endothelial cell	0.164193786444839	5.75257969109634	77	47	1	SLC2A1	1	1
hsa-miR-4448	Pericyte	0.201658783423597	4.55998920750264	77	59	1	PDZD2	1	1
hsa-miR-4448	Astrocyte	1	0	77	136	0		1	1
hsa-miR-4448	Cerebellar Astrocyte	0.476326304545584	1.56587548965148	77	169	1	SRGAP1	1	1
hsa-miR-4448	Oligodendrocyte	1	0	77	139	0		1	1
hsa-miR-4448	Oligodendrocyte Precursor Cell	0.353229785866625	2.33431597162595	77	114	1	PDZD2	1	1
hsa-miR-4448	Cerebelllar Oligodendrocyte Precursor Cell	1	0	77	157	0		1	1
hsa-miR-4448	Microglia	1	0	77	62	0		1	1
hsa-miR-660-5p	Excitatory Neuron	0.0142584744999017	3.80313231318781	42	698	5	DYNLL2, NAP1L1, EIF1, ARL4C, PCSK2	0.77973056685227	1
hsa-miR-660-5p	Granule cell	1	0	42	122	0		1	1
hsa-miR-660-5p	Inhibitory Neuron	0.281324948583075	1.96156648319063	42	504	2	ARL4C, PCSK2	1	1
hsa-miR-660-5p	Purkinje Cell	1	0	42	215	0		1	1
hsa-miR-660-5p	Endothelial cell	1	0	42	47	0		1	1
hsa-miR-660-5p	Pericyte	1	0	42	59	0		1	1
hsa-miR-660-5p	Astrocyte	1	0	42	136	0		1	1
hsa-miR-660-5p	Cerebellar Astrocyte	1	0	42	169	0		1	1
hsa-miR-660-5p	Oligodendrocyte	1	0	42	139	0		1	1
hsa-miR-660-5p	Oligodendrocyte Precursor Cell	1	0	42	114	0		1	1
hsa-miR-660-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	42	157	0		1	1
hsa-miR-660-5p	Microglia	1	0	42	62	0		1	1
hsa-miR-1273d	Excitatory Neuron	0.00793050893871587	3.75639305107602	51	698	6	SYT11, EIF1, ARL4C, SLC6A17, BCL11B, SEZ6L	0.698790907290088	1
hsa-miR-1273d	Granule cell	1	0	51	122	0		1	1
hsa-miR-1273d	Inhibitory Neuron	0.133711243847765	2.45566785344523	51	504	3	ARL4C, SEZ6L, BCL11B	1	1
hsa-miR-1273d	Purkinje Cell	1	0	51	215	0		1	1
hsa-miR-1273d	Endothelial cell	1	0	51	47	0		1	1
hsa-miR-1273d	Pericyte	1	0	51	59	0		1	1
hsa-miR-1273d	Astrocyte	1	0	51	136	0		1	1
hsa-miR-1273d	Cerebellar Astrocyte	1	0	51	169	0		1	1
hsa-miR-1273d	Oligodendrocyte	1	0	51	139	0		1	1
hsa-miR-1273d	Oligodendrocyte Precursor Cell	0.250565758495699	3.55230390549828	51	114	1	SEZ6L	1	1
hsa-miR-1273d	Cerebelllar Oligodendrocyte Precursor Cell	0.0595461539757751	5.2749691310588	51	157	2	FAM69A, HNRNPA2B1	1	1
hsa-miR-1273d	Microglia	1	0	51	62	0		1	1
hsa-miR-4714-3p	Excitatory Neuron	0.763972200062373	1.05007460191026	83	698	3	SV2B, VPS41, SETBP1	1	1
hsa-miR-4714-3p	Granule cell	0.395200142780962	2.01912639201669	83	122	1	RABGAP1L	1	1
hsa-miR-4714-3p	Inhibitory Neuron	0.725778624535641	0.476495082170694	83	504	1	PPIP5K2	1	1
hsa-miR-4714-3p	Purkinje Cell	0.588621060836524	1.13641685595098	83	215	1	UTRN	1	1
hsa-miR-4714-3p	Endothelial cell	0.175817480022949	5.33103341232938	83	47	1	UTRN	1	1
hsa-miR-4714-3p	Pericyte	0.0244456365836044	8.70344046184418	83	59	2	ATP1A2, UTRN	0.88234335238802	1
hsa-miR-4714-3p	Astrocyte	0.429223759534645	1.80841779089456	83	136	1	ATP1A2	1	1
hsa-miR-4714-3p	Cerebellar Astrocyte	0.152723236983305	2.95508096363393	83	169	2	ATP1A2, COL23A1	1	1
hsa-miR-4714-3p	Oligodendrocyte	0.43626471431049	1.76893098732533	83	139	1	PLCL1	1	1
hsa-miR-4714-3p	Oligodendrocyte Precursor Cell	0.374866413447436	2.16302375439239	83	114	1	SEMA5A	1	1
hsa-miR-4714-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	83	157	0		1	1
hsa-miR-4714-3p	Microglia	1	0	83	62	0		1	1
hsa-miR-4743-3p	Excitatory Neuron	0.00924139899248542	2.70200677857247	103	698	9	GABRA1, CACNG8, TMEM130, PDE3A, GRIK4, SLC38A1, PLCXD3, PGM2L1, RASGRP1	0.711749280806567	1
hsa-miR-4743-3p	Granule cell	0.0244347896349702	5.04541236371232	103	122	3	DPP6, FOXN3, PLCXD3	0.88234335238802	1
hsa-miR-4743-3p	Inhibitory Neuron	0.0145327154432613	2.88102432570167	103	504	7	PLCXD3, GABRA1, FOXG1, NHS, PGM2L1, DPP6, CACNG8	0.780375874541645	1
hsa-miR-4743-3p	Purkinje Cell	0.024222290749007	3.81495720032182	103	215	4	SIPA1L3, DPP6, GABRA1, PLCXD3	0.88234335238802	1
hsa-miR-4743-3p	Endothelial cell	1	0	103	47	0		1	1
hsa-miR-4743-3p	Pericyte	1	0	103	59	0		1	1
hsa-miR-4743-3p	Astrocyte	1	0	103	136	0		1	1
hsa-miR-4743-3p	Cerebellar Astrocyte	0.0552389250652088	3.60889847282803	103	169	3	SLC38A1, DPP6, GRIK4	1	1
hsa-miR-4743-3p	Oligodendrocyte	0.509160435054645	1.42065436544656	103	139	1	TTLL7	1	1
hsa-miR-4743-3p	Oligodendrocyte Precursor Cell	0.114673617647361	3.53954359440666	103	114	2	DPP6, TAOK3	1	1
hsa-miR-4743-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	103	157	0		1	1
hsa-miR-4743-3p	Microglia	1	0	103	62	0		1	1
hsa-miR-6888-3p	Excitatory Neuron	0.108107446557078	1.79714492342032	150	698	9	GABRA1, CACNG8, NUDCD3, ADAMTS17, PDE3A, SLC38A1, PLCXD3, PGM2L1, LSAMP	1	1
hsa-miR-6888-3p	Granule cell	0.597595014105701	1.1075422223617	150	122	1	PLCXD3	1	1
hsa-miR-6888-3p	Inhibitory Neuron	0.281036260548501	1.63907619456009	150	504	6	PLCXD3, GABRA1, PGM2L1, KLF12, ADAMTS17, CACNG8	1	1
hsa-miR-6888-3p	Purkinje Cell	0.213983784283743	1.91338259870695	150	215	3	LSAMP, GABRA1, PLCXD3	1	1
hsa-miR-6888-3p	Endothelial cell	1	0	150	47	0		1	1
hsa-miR-6888-3p	Pericyte	1	0	150	59	0		1	1
hsa-miR-6888-3p	Astrocyte	0.267176077653372	2.01230200347418	150	136	2	LSAMP, NAV2	1	1
hsa-miR-6888-3p	Cerebellar Astrocyte	0.0372162539417363	3.30787233185082	150	169	4	SLC38A1, LSAMP, NAV2, KLF12	1	1
hsa-miR-6888-3p	Oligodendrocyte	1	0.970286415129503	150	139	1	ZDHHC20	1	1
hsa-miR-6888-3p	Oligodendrocyte Precursor Cell	0.0529336121463778	3.67281497659114	150	114	3	NAV2, ADAMTS17, KLF12	1	1
hsa-miR-6888-3p	Cerebelllar Oligodendrocyte Precursor Cell	1	0.857560647792287	150	157	1	NAV2	1	1
hsa-miR-6888-3p	Microglia	1	0	150	62	0		1	1
hsa-miR-6830-3p	Excitatory Neuron	0.224180711512175	1.73331753802286	86	698	5	NEGR1, TSHZ2, SEMA3E, PCDH17, SGCD	1	1
hsa-miR-6830-3p	Granule cell	0.0950629303747749	3.97423529637484	86	122	2	DPP6, ELAVL3	1	1
hsa-miR-6830-3p	Inhibitory Neuron	0.0204067721807525	2.95978232271044	86	504	6	SGCD, DPP6, TSHZ2, PCDH17, RASSF8, PHF20L1	0.84280832337187	1
hsa-miR-6830-3p	Purkinje Cell	0.063748819690942	3.39940087362665	86	215	3	DPP6, RASSF8, TNR	1	1
hsa-miR-6830-3p	Endothelial cell	1	0	86	47	0		1	1
hsa-miR-6830-3p	Pericyte	1	0	86	59	0		1	1
hsa-miR-6830-3p	Astrocyte	0.440700259535562	1.74442118732662	86	136	1	SGCD	1	1
hsa-miR-6830-3p	Cerebellar Astrocyte	0.0353649117619316	4.35129191867733	86	169	3	DPP6, LRCH1, TNR	0.993694244028749	1
hsa-miR-6830-3p	Oligodendrocyte	1	0	86	139	0		1	1
hsa-miR-6830-3p	Oligodendrocyte Precursor Cell	0.00142125269715122	8.88514819547016	86	114	4	TNR, SMOC1, DPP6, SGCD	0.431062110802561	1
hsa-miR-6830-3p	Cerebelllar Oligodendrocyte Precursor Cell	0.143765828261509	3.0715169892373	86	157	2	SMOC1, PCDH17	1	1
hsa-miR-6830-3p	Microglia	1	0	86	62	0		1	1
hsa-miR-3120-5p	Excitatory Neuron	0.26123078083921	1.52957925685085	155	698	8	GABRA1, CACNG8, NUDCD3, ADAMTS17, PDE3A, PLCXD3, PGM2L1, LSAMP	1	1
hsa-miR-3120-5p	Granule cell	0.609667666568817	1.07129766927949	155	122	1	PLCXD3	1	1
hsa-miR-3120-5p	Inhibitory Neuron	0.441941257910594	1.3082613994566	155	504	5	PLCXD3, GABRA1, PGM2L1, ADAMTS17, CACNG8	1	1
hsa-miR-3120-5p	Purkinje Cell	0.227877791224596	1.85002524551014	155	215	3	LSAMP, GABRA1, PLCXD3	1	1
hsa-miR-3120-5p	Endothelial cell	1	0	155	47	0		1	1
hsa-miR-3120-5p	Pericyte	1	0	155	59	0		1	1
hsa-miR-3120-5p	Astrocyte	0.279621465971208	1.94606376106798	155	136	2	LSAMP, NAV2	1	1
hsa-miR-3120-5p	Cerebellar Astrocyte	0.14025757941888	2.36792660690648	155	169	3	LSAMP, NAV2, ZNF704	1	1
hsa-miR-3120-5p	Oligodendrocyte	1	0.938549805068033	155	139	1	ZDHHC20	1	1
hsa-miR-3120-5p	Oligodendrocyte Precursor Cell	0.217357994724919	2.33079703808404	155	114	2	NAV2, ADAMTS17	1	1
hsa-miR-3120-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0.829510781323652	155	157	1	NAV2	1	1
hsa-miR-3120-5p	Microglia	1	0	155	62	0		1	1
hsa-miR-4452	Excitatory Neuron	0.280805487672337	1.63622361464952	109	698	6	FSTL4, LAMA2, CACNG8, PHACTR2, KCNT2, DGKH	1	1
hsa-miR-4452	Granule cell	1	0	109	122	0		1	1
hsa-miR-4452	Inhibitory Neuron	0.351609306144179	1.49555281292051	109	504	4	KCNT2, GABRB1, CACNG8, OSBPL8	1	1
hsa-miR-4452	Purkinje Cell	0.322560259561196	1.74772829564714	109	215	2	PHACTR2, DGKH	1	1
hsa-miR-4452	Endothelial cell	1	0	109	47	0		1	1
hsa-miR-4452	Pericyte	0.0403034296343253	6.58059218310635	109	59	2	LAMA2, LPP	1	1
hsa-miR-4452	Astrocyte	0.521401772705391	1.37137218581058	109	136	1	GABRB1	1	1
hsa-miR-4452	Cerebellar Astrocyte	0.231003085587402	2.23423418328387	109	169	2	LAMA2, GABRB1	1	1
hsa-miR-4452	Oligodendrocyte	1	0	109	139	0		1	1
hsa-miR-4452	Oligodendrocyte Precursor Cell	1	0	109	114	0		1	1
hsa-miR-4452	Cerebelllar Oligodendrocyte Precursor Cell	0.573065300742726	1.18552840453766	109	157	1	TFDP2	1	1
hsa-miR-4452	Microglia	1	0	109	62	0		1	1
hsa-miR-6801-5p	Excitatory Neuron	0.595389311206873	0.512294042955262	111	698	2	HPCAL1, KIAA1456	1	1
hsa-miR-6801-5p	Granule cell	0.489806419489607	1.50307803100079	111	122	1	KIAA1456	1	1
hsa-miR-6801-5p	Inhibitory Neuron	1	0.71735989075245	111	504	2	KIAA1456, HPCAL1	1	1
hsa-miR-6801-5p	Purkinje Cell	1	0.845970716022415	111	215	1	UTRN	1	1
hsa-miR-6801-5p	Endothelial cell	0.228002613844986	3.96820654408402	111	47	1	UTRN	1	1
hsa-miR-6801-5p	Pericyte	0.277429938722203	3.14538707255837	111	59	1	UTRN	1	1
hsa-miR-6801-5p	Astrocyte	1	0	111	136	0		1	1
hsa-miR-6801-5p	Cerebellar Astrocyte	1	0	111	169	0		1	1
hsa-miR-6801-5p	Oligodendrocyte	1	0	111	139	0		1	1
hsa-miR-6801-5p	Oligodendrocyte Precursor Cell	1	0	111	114	0		1	1
hsa-miR-6801-5p	Cerebelllar Oligodendrocyte Precursor Cell	1	0	111	157	0		1	1
hsa-miR-6801-5p	Microglia	1	0	111	62	0		1	1
hsa-miR-499b-5p	Excitatory Neuron	0.107277028689238	2.06602011618438	73	698	5	PTPRT, BASP1, HSP90AA1, ARL4C, RPL37A	1	1
hsa-miR-499b-5p	Granule cell	1	0	73	122	0		1	1
hsa-miR-499b-5p	Inhibitory Neuron	0.431581854504935	1.68214278264826	73	504	3	ARL4C, SHISA6, PTPRT	1	1
hsa-miR-499b-5p	Purkinje Cell	0.181836702873733	2.63850513037888	73	215	2	SHISA6, HIVEP3	1	1
hsa-miR-499b-5p	Endothelial cell	1	0	73	47	0		1	1
hsa-miR-499b-5p	Pericyte	1	0	73	59	0		1	1
hsa-miR-499b-5p	Astrocyte	1	0	73	136	0		1	1
hsa-miR-499b-5p	Cerebellar Astrocyte	1	0	73	169	0		1	1
hsa-miR-499b-5p	Oligodendrocyte	0.0898137003494851	4.11736561253274	73	139	2	SCD, FRMD5	1	1
hsa-miR-499b-5p	Oligodendrocyte Precursor Cell	1	0	73	114	0		1	1
hsa-miR-499b-5p	Cerebelllar Oligodendrocyte Precursor Cell	0.434196449682068	1.78142043285355	73	157	1	VPS13B	1	1
hsa-miR-499b-5p	Microglia	1	0	73	62	0		1	1
hsa-miR-4494	Excitatory Neuron	0.564608149258871	1.25970413304475	93	698	4	VSNL1, PTPRT, PDP1, ARL4C	1	1
hsa-miR-4494	Granule cell	1	0	93	122	0		1	1
hsa-miR-4494	Inhibitory Neuron	0.504713318541818	1.30703074703049	93	504	3	ARL4C, SHISA6, PTPRT	1	1
hsa-miR-4494	Purkinje Cell	0.0766847314363432	3.13390305886823	93	215	3	SHISA6, TBC1D4, HIVEP3	1	1
hsa-miR-4494	Endothelial cell	1	0	93	47	0		1	1
hsa-miR-4494	Pericyte	1	0	93	59	0		1	1
hsa-miR-4494	Astrocyte	1	0	93	136	0		1	1
hsa-miR-4494	Cerebellar Astrocyte	1	0	93	169	0		1	1
hsa-miR-4494	Oligodendrocyte	1	0	93	139	0		1	1
hsa-miR-4494	Oligodendrocyte Precursor Cell	1	0	93	114	0		1	1
hsa-miR-4494	Cerebelllar Oligodendrocyte Precursor Cell	0.162670693868397	2.83429493334152	93	157	2	VPS13B, PUM2	1	1
hsa-miR-4494	Microglia	0.248725563401666	3.57882267284018	93	62	1	ATP8B4	1	1
hsa-miR-621	Excitatory Neuron	0.0433153885609391	4.21257644913658	23	698	3	RORA, ACTG1, KIAA1456	1	1
hsa-miR-621	Granule cell	0.129892607630826	7.54678121756842	23	122	1	KIAA1456	1	1
hsa-miR-621	Inhibitory Neuron	0.111150805710419	3.73993146137488	23	504	2	KIAA1456, RORA	1	1
hsa-miR-621	Purkinje Cell	0.217899168041031	4.24785786150433	23	215	1	RORA	1	1
hsa-miR-621	Endothelial cell	1	0	23	47	0		1	1
hsa-miR-621	Pericyte	0.0649761684115445	15.78697004378	23	59	1	RORA	1	1
hsa-miR-621	Astrocyte	0.143721268889116	6.75913348581855	23	136	1	RORA	1	1
hsa-miR-621	Cerebellar Astrocyte	0.0156307525680646	11.4282629732873	23	169	2	RORA, ZNF704	0.780614071795537	1
hsa-miR-621	Oligodendrocyte	1	0	23	139	0		1	1
hsa-miR-621	Oligodendrocyte Precursor Cell	1	0	23	114	0		1	1
hsa-miR-621	Cerebelllar Oligodendrocyte Precursor Cell	1	0	23	157	0		1	1
hsa-miR-621	Microglia	1	0	23	62	0		1	1
hsa-miR-6767-3p	Excitatory Neuron	1	0.650571106026817	44	698	1	HS6ST3	1	1
hsa-miR-6767-3p	Granule cell	1	0	44	122	0		1	1
hsa-miR-6767-3p	Inhibitory Neuron	1	0.910448227322586	44	504	1	HS6ST3	1	1
hsa-miR-6767-3p	Purkinje Cell	1	0	44	215	0		1	1
hsa-miR-6767-3p	Endothelial cell	1	0	44	47	0		1	1
hsa-miR-6767-3p	Pericyte	1	0	44	59	0		1	1
hsa-miR-6767-3p	Astrocyte	1	0	44	136	0		1	1
